Token	NER
Gran	O
necio	O
fui	O
Pero	O
quién	O
amó	O
discreto	O
Ramilletes	O
de	O
Madrid	B-LOC
a	O
vuestras	O
flores	O
me	O
vuelvo	O
Salen	O
Otavio	O
y	O
Rosela	O
rosela	O
otavio	O
rosela	O
otavio	O
rosela	O
otavio	O
rosela	O
otavio	O
clara	O
otavio	O
En	O
fin	O
a	O
fabricar	O
te	O
determinas	O
este	O
jardín	O
en	O
casa	O
Tener	O
quiero	O
para	O
el	O
abril	O
y	O
mayo	O
clavellinas	O
porque	O
del	O
alba	O
al	O
resplandor	O
primero	O
no	O
salgas	O
a	O
buscarlas	O
a	O
la	O
plaza	O
mientras	O
honrarte	O
de	O
marido	O
espero	O
Ya	O
vino	O
el	O
labrador	O
ya	O
dio	O
la	O
traza	O
y	O
aun	O
hoy	O
presumo	O
que	O
traerá	O
las	O
flores	O
En	O
qué	O
cosas	O
tu	O
ingenio	O
se	O
embaraza	O
Aquí	O
en	O
la	O
variedad	O
de	O
las	O
colores	O
la	O
vista	O
ocuparás	O
por	O
las	O
mañanas	O
son	O
los	O
gustos	O
domésticos	O
mejores	O
Si	O
a	O
la	O
sentencia	O
más	O
común	O
te	O
allanas	O
nunca	O
el	O
propio	O
es	O
mejor	O
aunque	O
sea	O
bueno	O
nunca	O
has	O
oído	O
Qué	O
quimeras	O
vanas	O
más	O
que	O
la	O
fruta	O
del	O
cercado	O
ajeno	O
Bien	O
sé	O
también	O
que	O
dijo	O
Sannazaro	O
que	O
era	O
más	O
agradable	O
el	O
campo	O
ameno	O
Pero	O
con	O
esto	O
yo	O
pondré	O
reparo	O
a	O
las	O
mañanas	O
que	O
me	O
causan	O
celos	O
que	O
aquí	O
saldrá	O
también	O
el	O
sol	O
tan	O
claro	O
Sale	O
Clara	O
Aquí	O
está	O
Andrés	O
Pues	O
entre	O
Andrés	O
marcelo	O
rosela	O
marcelo	O
Sale	O
de	O
jardinero	O
Marcelo	O
Los	O
cielos	O
guarden	O
señor	O
tu	O
vida	O
largos	O
años	O
como	O
a	O
mis	O
flores	O
de	O
aire	O
cierzo	O
y	O
hielos	O
Y	O
esa	O
hermosura	O
de	O
la	O
edad	O
engaños	O
logren	O
señora	O
en	O
vos	O
Bien	O
seáis	O
venido	O
Oh	O
amor	O
qué	O
atrevimientos	O
tan	O
estraños	O
Yo	O
he	O
buscado	O
señor	O
y	O
prevenido	O
diversas	O
flores	O
hierbas	O
olorosas	O
cuanto	O
posible	O
a	O
mi	O
memoria	O
ha	O
sido	O
Aquí	O
pondré	O
las	O
encarnadas	O
rosas	O
aquí	O
las	O
manutisas	O
naranjadas	O
aquí	O
las	O
valerianas	O
amorosas	O
con	O
los	O
lirios	O
que	O
dan	O
hojas	O
de	O
espadas	O
el	O
timo	O
el	O
hisopillo	O
las	O
violetas	O
y	O
las	O
estrellamares	O
turquesadas	O
Pondré	O
claveles	O
rojos	O
en	O
macetas	O
azucenas	O
narcisos	O
y	O
jacintos	O
amarillas	O
y	O
cándidas	O
mosquetas	O
Ya	O
en	O
oro	O
en	O
nieve	O
en	O
sangre	O
en	O
clavel	O
tintos	O
debajo	O
de	O
las	O
pálidas	O
retamas	O
los	O
alhelíes	O
en	O
color	O
distintos	O
Sándalos	O
pajarillos	O
siete	O
en	O
ramas	O
otavio	O
marcelo	O
otavio	O
marcelo	O
otavio	O
marcelo	O
otavio	O
rosela	O
marcelo	O
harán	O
también	O
igual	O
correspondencia	O
a	O
las	O
tudescas	O
que	O
parecen	O
llamas	O
Hallaremos	O
jazmines	O
de	O
Valencia	B-LOC
Para	O
Madrid	B-LOC
son	O
flores	O
delicadas	O
pero	O
tendrán	O
al	O
hielo	O
resistencia	O
Yo	O
pienso	O
que	O
serán	O
las	O
cuatro	O
dadas	O
Trazad	O
los	O
cuadros	O
mientras	O
yo	O
voy	O
fuera	O
Hallaréis	O
vuestras	O
armas	O
dibujadas	O
No	O
haremos	O
una	O
fuente	O
Si	O
tuviera	O
noria	O
yo	O
la	O
formara	O
tan	O
curiosa	O
que	O
se	O
parara	O
el	O
sol	O
cuando	O
corriera	O
Pues	O
yo	O
la	O
haré	O
por	O
ver	O
tan	O
nueva	O
cosa	O
Váyase	O
Adónde	O
pensáis	O
fundar	O
Andrés	O
aqueste	O
jardín	O
Aquí	O
lo	O
veréis	O
que	O
en	O
fin	O
de	O
vos	O
le	O
pienso	O
imitar	O
Naranjos	O
por	O
el	O
azahar	O
no	O
pienso	O
poner	O
en	O
él	O
pondré	O
señora	O
un	O
laurel	O
para	O
tan	O
justa	O
vitoria	O
Parte	O
XI	O
si	O
al	O
fin	O
de	O
mi	O
dulce	O
historia	O
me	O
coronaré	O
con	O
él	O
Oíd	O
pues	O
que	O
voy	O
plantando	O
el	O
jardín	O
de	O
aqueste	O
modo	O
porque	O
en	O
vuestras	O
partes	O
todo	O
le	O
voy	O
señora	O
imitando	O
vuestra	O
frente	O
me	O
está	O
dando	O
coronas	O
de	O
rey	O
hermosas	O
vuestras	O
mejillas	O
las	O
rosas	O
estrellamares	O
o	O
estrellas	O
vuestros	O
ojos	O
y	O
esas	O
bellas	O
manos	O
mosquetas	O
lustrosas	O
Claro	O
está	O
que	O
he	O
de	O
tomar	O
de	O
vuestra	O
boca	O
el	O
clavel	O
habrá	O
de	O
coral	O
plantel	O
como	O
le	O
tiene	O
la	O
mar	O
con	O
temor	O
que	O
se	O
ha	O
de	O
helar	O
No	O
quiero	O
nieve	O
pediros	O
mas	O
si	O
puedo	O
persuadiros	O
veréis	O
crecer	O
sus	O
despojos	O
con	O
el	O
agua	O
de	O
mis	O
ojos	O
y	O
el	O
aire	O
de	O
mis	O
suspiros	O
Quisiera	O
también	O
poner	O
algún	O
cuadro	O
de	O
esperanza	O
pero	O
mi	O
desconfïanza	O
dice	O
que	O
se	O
ha	O
de	O
perder	O
pues	O
sembrar	O
y	O
no	O
coger	O
es	O
perder	O
tiempo	O
y	O
caudal	O
pero	O
ya	O
piensa	O
mi	O
mal	O
hacer	O
en	O
este	O
jardín	O
rosela	O
marcelo	O
rosela	O
marcelo	O
rosela	O
marcelo	O
una	O
fuente	O
en	O
un	O
delfín	O
que	O
es	O
de	O
tormentas	O
señal	O
Dad	O
vos	O
licencia	O
a	O
mis	O
ojos	O
para	O
que	O
vueltos	O
en	O
fuentes	O
fertilicen	O
sus	O
corrientes	O
las	O
plantas	O
de	O
mis	O
enojos	O
Vuestros	O
serán	O
los	O
despojos	O
las	O
labranzas	O
serán	O
mías	O
y	O
si	O
tras	O
tantas	O
porfías	O
algún	O
bien	O
el	O
alma	O
alcanza	O
será	O
ejemplo	O
mi	O
esperanza	O
de	O
lo	O
que	O
pueden	O
los	O
días	O
Qué	O
es	O
lo	O
que	O
decís	O
Andrés	O
Cómo	O
habláis	O
tan	O
cortesano	O
Sois	O
caballero	O
o	O
villano	O
El	O
amor	O
nunca	O
lo	O
es	O
Con	O
este	O
disfraz	O
intento	O
y	O
con	O
honesta	O
afición	O
poner	O
en	O
obligación	O
vuestro	O
libre	O
pensamiento	O
Aún	O
no	O
me	O
habéis	O
conocido	O
Sois	O
Marcelo	O
El	O
mismo	O
soy	O
que	O
tras	O
mis	O
engaños	O
voy	O
sin	O
esperanza	O
atrevido	O
Pues	O
qué	O
habéis	O
hallado	O
en	O
mí	O
para	O
tal	O
atrevimiento	O
Pensar	O
de	O
mi	O
pensamiento	O
que	O
os	O
puede	O
obligar	O
ansí	O
Donde	O
no	O
tiene	O
interés	O
lugar	O
la	O
industria	O
es	O
el	O
medio	O
mejor	O
si	O
vos	O
al	O
remedio	O
queréis	O
acudir	O
después	O
rosela	O
Dentro	O
estoy	O
de	O
vuestra	O
casa	O
jardinero	O
en	O
ella	O
soy	O
Temblando	O
Marcelo	O
estoy	O
todo	O
me	O
hiela	O
y	O
me	O
abrasa	O
Si	O
os	O
considero	O
atrevido	O
luego	O
os	O
miro	O
enamorado	O
si	O
enamorado	O
arrojado	O
y	O
si	O
arrojado	O
perdido	O
Dejaros	O
de	O
agradecer	O
lo	O
enamorado	O
no	O
puedo	O
lo	O
atrevido	O
me	O
da	O
miedo	O
aunque	O
no	O
es	O
amar	O
temer	O
Deseos	O
tengo	O
de	O
amaros	O
no	O
os	O
confieso	O
poco	O
en	O
esto	O
porque	O
siendo	O
amor	O
honesto	O
fuera	O
ingratitud	O
culparos	O
Pero	O
cuando	O
fuesen	O
culpas	O
es	O
gran	O
señal	O
de	O
querer	O
cuando	O
busca	O
una	O
mujer	O
al	O
que	O
se	O
atreve	O
disculpas	O
No	O
fuera	O
mejor	O
pedirme	O
a	O
mi	O
padre	O
o	O
mi	O
hermano	O
Hermano	O
tenéis	O
Tan	O
vano	O
que	O
he	O
venido	O
a	O
persuadirme	O
que	O
ha	O
de	O
ser	O
la	O
confusión	O
en	O
que	O
vuestro	O
amor	O
se	O
acabe	O
Si	O
más	O
vuestro	O
padre	O
sabe	O
y	O
siempre	O
los	O
viejos	O
son	O
más	O
astutos	O
y	O
advertidos	O
y	O
ya	O
le	O
tengo	O
engañado	O
qué	O
teméis	O
Que	O
es	O
un	O
soldado	O
Parte	O
XI	O
marcelo	O
rosela	O
marcelo	O
rosela	O
marcelo	O
alférez	O
fineo	O
marcelo	O
rosela	O
marcelo	O
alférez	O
fineo	O
rosela	O
fineo	O
rosela	O
alférez	O
no	O
de	O
los	O
mal	O
recibidos	O
sino	O
de	O
mucha	O
opinión	O
ya	O
en	O
Flandes	B-LOC
y	O
ya	O
en	O
Milán	B-LOC
En	O
Milán	B-LOC
Sale	O
el	O
alférez	O
Lisardo	O
y	O
Fineo	O
Pienso	O
que	O
están	O
con	O
esta	O
nueva	O
invención	O
todos	O
en	O
casa	O
ocupados	O
Bien	O
hace	O
en	O
hacer	O
jardín	O
vuestro	O
padre	O
porque	O
en	O
fin	O
alivia	O
grandes	O
cuidados	O
Y	O
Rosela	O
me	O
parece	O
que	O
a	O
ver	O
su	O
principio	O
está	O
Por	O
aquí	O
este	O
cuadro	O
irá	O
porque	O
mejor	O
vista	O
ofrece	O
De	O
a	O
seis	O
pies	O
serán	O
mejores	O
que	O
el	O
sitio	O
no	O
da	O
lugar	O
a	O
poderlos	O
dilatar	O
Haced	O
las	O
calles	O
mayores	O
Una	O
quisiera	O
yo	O
hacer	O
y	O
holgara	O
de	O
estar	O
en	O
ella	O
Hermana	O
Rosela	O
bella	O
qué	O
es	O
aquesto	O
Entretener	O
la	O
tarde	O
en	O
verle	O
trazar	O
aquestos	O
cuadros	O
a	O
Andrés	O
Es	O
famoso	O
El	O
mejor	O
es	O
que	O
habemos	O
podido	O
hallar	O
Dejadme	O
hablar	O
a	O
mí	O
que	O
aun	O
yo	O
tengo	O
gusto	O
en	O
esto	O
~	O
fineo	O
alférez	O
marcelo	O
fineo	O
alférez	O
fineo	O
alférez	O
fineo	O
marcelo	O
Pensáis	O
que	O
es	O
fuerte	O
compuesto	O
de	O
justas	O
medidas	O
Sí	O
que	O
como	O
trïangular	O
o	O
hexágono	O
suele	O
ser	O
se	O
puede	O
un	O
jardín	O
hacer	O
como	O
dispone	O
el	O
lugar	O
Que	O
pensáis	O
que	O
es	O
un	O
jardín	O
Una	O
planta	O
o	O
pitipié	O
de	O
un	O
edificio	O
Yo	O
entré	O
a	O
buscar	O
mi	O
cierto	O
fin	O
Qué	O
natural	O
en	O
soldados	O
es	O
trazar	O
cuanto	O
se	O
ofrece	O
A	O
todo	O
allá	O
nos	O
parece	O
que	O
venimos	O
enseñados	O
Pues	O
qué	O
dique	O
o	O
rebellín	O
casamata	O
o	O
contradique	O
queréis	O
que	O
agora	O
se	O
aplique	O
a	O
los	O
cuadros	O
de	O
un	O
jardín	O
Calla	O
veréis	O
lo	O
que	O
pasa	O
Habéis	O
de	O
saber	O
Andrés	O
Ay	O
cielos	O
Marcelo	O
es	O
Tú	O
estás	O
en	O
aquesta	O
casa	O
Tú	O
vestido	O
de	O
villano	O
con	O
aqueste	O
engaño	O
aquí	O
Qué	O
es	O
eso	O
Qué	O
bien	O
caí	O
de	O
mi	O
enemigo	O
en	O
la	O
mano	O
alférez	O
rosela	O
alférez	O
fineo	O
marcelo	O
alférez	O
marcelo	O
alférez	O
fineo	O
alférez	O
Hermana	O
desembaraza	O
por	O
tu	O
vida	O
este	O
lugar	O
que	O
solos	O
hemos	O
de	O
estar	O
para	O
comenzar	O
la	O
traza	O
No	O
hagas	O
algo	O
que	O
se	O
enoje	O
nuestro	O
padre	O
No	O
hayas	O
miedo	O
Váyase	O
No	O
sé	O
cómo	O
verte	O
puedo	O
sin	O
que	O
a	O
matarte	O
me	O
arroje	O
Bien	O
sé	O
traidor	O
que	O
has	O
venido	O
a	O
lo	O
mismo	O
Qué	O
es	O
aquesto	O
Escucha	O
Traigo	O
dispuesto	O
el	O
agravio	O
y	O
no	O
el	O
oído	O
Pues	O
espada	O
para	O
quien	O
viene	O
sin	O
ella	O
Quién	O
duda	O
que	O
traerás	O
espada	O
muda	O
de	O
las	O
que	O
responden	O
bien	O
Póngome	O
de	O
este	O
hombre	O
al	O
lado	O
aunque	O
no	O
soy	O
contra	O
ti	O
porque	O
des	O
Lisardo	O
en	O
mí	O
como	O
hombre	O
noble	O
y	O
soldado	O
no	O
porque	O
no	O
es	O
mi	O
enemigo	O
este	O
que	O
tuyo	O
lo	O
es	O
pero	O
porque	O
no	O
le	O
des	O
sin	O
armas	O
Lugar	O
te	O
pido	O
para	O
matar	O
un	O
traidor	O
marcelo	O
fineo	O
alférez	O
fineo	O
marcelo	O
que	O
con	O
algún	O
pistolete	O
eso	O
mismo	O
se	O
promete	O
en	O
forma	O
de	O
labrador	O
Que	O
no	O
le	O
traigo	O
es	O
sin	O
duda	O
ni	O
de	O
matarte	O
deseo	O
puesto	O
que	O
agravio	O
tan	O
feo	O
a	O
todo	O
engaño	O
me	O
ayuda	O
El	O
haber	O
entrado	O
aquí	O
diré	O
a	O
aqueste	O
caballero	O
porque	O
ni	O
puedo	O
ni	O
quiero	O
decirte	O
la	O
causa	O
a	O
ti	O
Sosegaos	O
por	O
vida	O
mía	O
alférez	O
que	O
él	O
me	O
hablará	O
Conmigo	O
qué	O
no	O
podrá	O
vuestro	O
amor	O
y	O
cortesía	O
Mas	O
no	O
he	O
de	O
poner	O
la	O
espada	O
en	O
la	O
vaina	O
hasta	O
saber	O
lo	O
que	O
este	O
pretende	O
hacer	O
pues	O
es	O
cosa	O
declarada	O
que	O
ha	O
venido	O
de	O
Milán	B-LOC
solo	O
a	O
matarme	O
No	O
sé	O
Apartaos	O
yo	O
le	O
hablaré	O
Buenos	O
mis	O
sucesos	O
van	O
Yo	O
soy	O
oh	O
ilustre	O
y	O
noble	O
caballero	O
pues	O
que	O
de	O
hoy	O
más	O
os	O
deberé	O
la	O
vida	O
a	O
quien	O
Madrid	B-LOC
Marcelo	O
de	O
Vivero	O
por	O
conocidas	O
armas	O
apellida	O
En	O
medio	O
del	O
amor	O
más	O
verdadero	O
que	O
cupo	O
en	O
alma	O
de	O
su	O
ardor	O
vencida	O
me	O
fui	O
a	O
Milán	B
por	O
ver	O
tan	O
variable	O
la	O
condición	O
de	O
una	O
mujer	O
mudable	O
Cuando	O
la	O
visitaba	O
le	O
pesaba	O
cuando	O
faltaba	O
una	O
hora	O
me	O
escribía	O
fineo	O
marcelo	O
cuando	O
no	O
la	O
buscaba	O
me	O
buscaba	O
y	O
cuando	O
la	O
olvidaba	O
me	O
quería	O
Si	O
algún	O
regalo	O
o	O
joya	O
le	O
enviaba	O
sin	O
descubrirla	O
a	O
mi	O
poder	O
volvía	O
Canseme	O
y	O
fuime	O
a	O
ver	O
si	O
entretenido	O
hallaba	O
a	O
un	O
largo	O
amor	O
un	O
breve	O
olvido	O
Sucediome	O
la	O
historia	O
con	O
Lisardo	O
que	O
habéis	O
sabido	O
ya	O
volvime	O
a	O
España	B
y	O
cuando	O
abrazos	O
como	O
ausente	O
aguardo	O
de	O
que	O
a	O
otro	O
quiere	O
bien	O
me	O
desengaña	O
No	O
me	O
hallé	O
para	O
celos	O
tan	O
gallardo	O
que	O
no	O
tengo	O
en	O
sufrillos	O
buena	O
maña	O
Dejé	O
la	O
empresa	O
y	O
di	O
en	O
buscar	O
un	O
medio	O
que	O
fuese	O
con	O
amor	O
de	O
amor	O
remedio	O
Vi	O
del	O
Alférez	O
la	O
famosa	O
hermana	O
entre	O
la	O
hierbas	O
y	O
diversas	O
flores	O
que	O
sin	O
sembrallas	O
ve	O
toda	O
mañana	O
en	O
su	O
plaza	O
Madrid	B-LOC
de	O
mil	O
colores	O
díjele	O
amores	O
fue	O
esperanza	O
vana	O
pero	O
después	O
de	O
algún	O
papel	O
de	O
amores	O
con	O
aquesta	O
invención	O
entré	O
en	O
su	O
casa	O
Esto	O
es	O
verdad	O
en	O
fin	O
Solo	O
esto	O
pasa	O
porque	O
si	O
ser	O
hermana	O
conociera	O
del	O
alférez	O
la	O
calle	O
no	O
pasara	O
porque	O
cuando	O
agraviado	O
me	O
sintiera	O
campos	O
tiene	O
Madrid	B-LOC
y	O
él	O
me	O
buscara	O
Si	O
amáis	O
su	O
hermana	O
nunca	O
el	O
cielo	O
quiera	O
que	O
debiéndoos	O
la	O
cosa	O
que	O
es	O
más	O
cara	O
os	O
quite	O
vuestro	O
gusto	O
pues	O
ya	O
intento	O
volverme	O
a	O
mi	O
primero	O
pensamiento	O
Belisa	O
aquesta	O
dama	O
que	O
os	O
decía	O
anoche	O
me	O
buscó	O
muerta	O
de	O
celos	O
de	O
una	O
Cardenia	O
a	O
quien	O
querer	O
fingía	O
fineo	O
marcelo	O
fineo	O
alférez	O
fineo	O
alférez	O
fineo	O
alférez	O
fineo	O
alférez	O
fineo	O
alférez	O
por	O
dar	O
justa	O
venganza	O
a	O
mis	O
desvelos	O
Decid	O
a	O
vuestro	O
amigo	O
Ay	O
suerte	O
mía	O
su	O
enigma	O
declararon	O
mis	O
recelos	O
que	O
esté	O
seguro	O
aunque	O
no	O
soy	O
muy	O
sabio	O
de	O
que	O
no	O
tengo	O
que	O
vengar	O
mi	O
agravio	O
Alférez	O
retiraos	O
aquí	O
conmigo	O
Qué	O
dice	O
ese	O
hombre	O
Más	O
que	O
yo	O
quisiera	O
Por	O
qué	O
razón	O
Porque	O
es	O
quien	O
yo	O
temía	O
y	O
a	O
quien	O
Belisa	O
tanto	O
amor	O
tenía	O
Luego	O
este	O
fue	O
de	O
quien	O
tuvistes	O
celos	O
Mayores	O
son	O
los	O
que	O
me	O
ha	O
dado	O
agora	O
con	O
decirme	O
Lisardo	O
que	O
le	O
adora	O
y	O
que	O
anoche	O
de	O
celos	O
a	O
buscalle	O
vino	O
a	O
su	O
casa	O
y	O
que	O
rondó	O
su	O
calle	O
Pues	O
no	O
será	O
mejor	O
que	O
le	O
matemos	O
Cerrad	O
aquesa	O
puerta	O
Ya	O
no	O
es	O
justo	O
pues	O
quien	O
a	O
otro	O
sus	O
secretos	O
fía	O
ya	O
por	O
amigo	O
entonces	O
le	O
tenía	O
Pues	O
cómo	O
queréis	O
vos	O
que	O
mate	O
un	O
hombre	O
cuando	O
ya	O
de	O
su	O
amigo	O
tengo	O
nombre	O
En	O
la	O
corte	O
buscáis	O
filosofías	O
donde	O
el	O
vivir	O
es	O
la	O
razón	O
de	O
estado	O
con	O
su	O
comodidad	O
más	O
elegante	O
Mas	O
cómo	O
no	O
pasáis	O
más	O
adelante	O
en	O
razón	O
de	O
mi	O
casa	O
y	O
del	O
vestido	O
Puede	O
negar	O
ese	O
hombre	O
que	O
ha	O
venido	O
a	O
matarme	O
a	O
traición	O
fineo	O
alférez	O
fineo	O
alférez	O
fineo	O
Él	O
no	O
sabía	O
que	O
fuese	O
vuestra	O
casa	O
A	O
qué	O
venía	O
Porque	O
también	O
es	O
cosa	O
temeraria	O
disculpar	O
una	O
infamia	O
tan	O
contraria	O
a	O
la	O
verdad	O
y	O
a	O
la	O
razón	O
Las	O
cosas	O
cuando	O
son	O
de	O
creer	O
dificultosas	O
quitan	O
a	O
un	O
hombre	O
el	O
gusto	O
de	O
decillas	O
No	O
os	O
habéis	O
de	O
reír	O
de	O
este	O
cuitado	O
si	O
os	O
digo	O
lo	O
que	O
aquí	O
me	O
ha	O
dicho	O
agora	O
Qué	O
puede	O
ser	O
Contome	O
que	O
le	O
dijo	O
en	O
Italia	B-LOC
un	O
astrólogo	O
famoso	O
que	O
debajo	O
de	O
tal	O
y	O
de	O
tal	O
signo	O
o	O
tal	O
y	O
tal	O
estrella	O
que	O
miraba	O
así	O
piramidalmente	O
esta	O
casa	O
había	O
un	O
gran	O
tesoro	O
que	O
escondieron	O
de	O
la	O
expulsión	O
de	O
España	B-LOC
los	O
moriscos	O
y	O
por	O
buscalle	O
cuando	O
cave	O
el	O
huerto	O
con	O
vuestro	O
padre	O
ha	O
hecho	O
este	O
concierto	O
Y	O
él	O
como	O
es	O
avariento	O
y	O
viejo	O
quiere	O
partirle	O
entre	O
los	O
dos	O
si	O
pareciere	O
La	O
cosa	O
más	O
estraña	O
y	O
peregrina	O
me	O
habéis	O
contado	O
que	O
creer	O
pudiera	O
si	O
agora	O
con	O
mis	O
ojos	O
no	O
la	O
viera	O
Que	O
dé	O
mi	O
padre	O
en	O
esto	O
hay	O
tal	O
locura	O
Pues	O
advertid	O
que	O
el	O
viejo	O
no	O
lo	O
entienda	O
La	O
espada	O
envaino	O
y	O
voyme	O
haciendo	O
cruces	O
alférez	O
fineo	O
alférez	O
fineo	O
marcelo	O
fineo	O
liseo	O
belisa	O
liseo	O
belisa	O
[Váyase	O
el	O
Alférez]	O
Cavad	O
Andrés	O
que	O
ya	O
tenéis	O
licencia	O
Antes	O
me	O
vuelvo	O
a	O
mi	O
jardín	O
primero	O
que	O
ni	O
peligros	O
ni	O
esperanzas	O
quiero	O
[Váyase	O
Marcelo]	O
Yo	O
he	O
levantado	O
una	O
gentil	O
quimera	O
solo	O
por	O
estorbar	O
que	O
este	O
no	O
muera	O
Mas	O
deben	O
de	O
quererlo	O
ansí	O
los	O
cielos	O
pues	O
yo	O
le	O
guardo	O
y	O
él	O
me	O
mata	O
a	O
celos	O
[Váyase	O
Fineo]	O
Salen	O
Belisa	O
y	O
Liseo	O
su	O
hermano	O
Mal	O
hiciste	O
No	O
he	O
podido	O
reportar	O
mi	O
necio	O
amor	O
Siempre	O
ha	O
de	O
ser	O
el	O
honor	O
a	O
todo	O
amor	O
preferido	O
Amor	O
hermano	O
Liseo	O
es	O
ceguedad	O
de	O
los	O
ojos	O
de	O
la	O
corta	O
vista	O
antojos	O
y	O
de	O
la	O
larga	O
deseo	O
Es	O
luz	O
que	O
lejos	O
engaña	O
al	O
que	O
peregrino	O
va	O
y	O
es	O
un	O
enfermo	O
que	O
está	O
pidiendo	O
lo	O
que	O
le	O
daña	O
Es	O
amor	O
una	O
pasión	O
que	O
pide	O
y	O
yo	O
ansí	O
lo	O
siento	O
un	O
divino	O
entendimiento	O
para	O
tener	O
perfección	O
No	O
le	O
vi	O
tener	O
en	O
precio	O
de	O
hombre	O
que	O
poco	O
alcanzase	O
ni	O
discreto	O
que	O
olvidase	O
tan	O
apriesa	O
como	O
un	O
necio	O
liseo	O
belisa	O
liseo	O
belisa	O
liseo	O
belisa	O
liseo	O
belisa	O
liseo	O
Con	O
esto	O
que	O
no	O
es	O
por	O
dar	O
a	O
mi	O
ingenio	O
vanagloria	O
doy	O
a	O
amor	O
en	O
mi	O
memoria	O
tanto	O
fe	O
como	O
lugar	O
Medio	O
tratado	O
tenía	O
de	O
Fineo	O
el	O
casamiento	O
mas	O
mudó	O
mi	O
pensamiento	O
con	O
los	O
celos	O
de	O
aquel	O
día	O
Habla	O
con	O
Marcelo	O
hermano	O
cásame	O
con	O
él	O
por	O
Dios	O
que	O
mejor	O
entre	O
los	O
dos	O
quedará	O
el	O
concierto	O
llano	O
Es	O
Marcelo	O
caballero	O
Ha	O
mucho	O
tiempo	O
No	O
sé	O
el	O
nombre	O
siempre	O
lo	O
fue	O
De	O
qué	O
apellido	O
Vivero	O
Y	O
yo	O
salgo	O
a	O
la	O
fïanza	O
pero	O
has	O
de	O
saber	O
Belisa	O
que	O
hay	O
caballeros	O
aprisa	O
a	O
quien	O
el	O
nombre	O
no	O
alcanza	O
Quieres	O
ver	O
por	O
qué	O
en	O
España	B-LOC
se	O
pierden	O
muchas	O
ciudades	O
Entre	O
muchas	O
novedades	O
nunca	O
la	O
vi	O
más	O
estraña	O
Es	O
gallardo	O
advertimiento	O
de	O
un	O
hombre	O
de	O
buen	O
jüicio	O
Alabarle	O
tú	O
es	O
indicio	O
de	O
su	O
buen	O
entendimiento	O
Pues	O
piérdense	O
muy	O
ligeros	O
los	O
lugares	O
sin	O
recato	O
cuando	O
los	O
hombres	O
de	O
trato	O
se	O
meten	O
a	O
caballeros	O
Parte	O
XI	O
belisa	O
liseo	O
belisa	O
liseo	O
belisa	O
liseo	O
belisa	O
liseo	O
belisa	O
liseo	O
Que	O
en	O
cesando	O
en	O
un	O
lugar	O
lo	O
que	O
es	O
la	O
mercadería	O
desde	O
una	O
casa	O
vacía	O
hasta	O
mil	O
suelen	O
quedar	O
porque	O
pueden	O
enterrallo	O
y	O
clamorear	O
a	O
pino	O
en	O
pasándose	O
un	O
vecino	O
desde	O
la	O
tienda	O
al	O
caballo	O
Pues	O
piensas	O
que	O
es	O
de	O
ese	O
modo	O
Marcelo	O
Noloséyo	O
Tan	O
noble	O
hermano	O
nació	O
que	O
por	O
su	O
linaje	O
todo	O
es	O
hidalgo	O
desde	O
Adán	O
Que	O
entonces	O
hubo	O
Viveros	O
A	O
tan	O
nobles	O
caballeros	O
este	O
principio	O
les	O
dan	O
Ahora	O
bien	O
a	O
hablarle	O
voy	O
Recógete	O
Satisfecha	O
de	O
tu	O
amor	O
voy	O
sin	O
sospecha	O
Tu	O
hermano	O
y	O
su	O
amigo	O
soy	O
Mi	O
vida	O
en	O
tu	O
mano	O
he	O
puesto	O
Vase	O
De	O
las	O
partes	O
de	O
este	O
hidalgo	O
hermana	O
al	O
crédito	O
salgo	O
fineo	O
celio	O
fineo	O
celio	O
fineo	O
liseo	O
fineo	O
liseo	O
fineo	O
liseo	O
fineo	O
liseo	O
Con	O
el	O
«sí»	O
volveré	O
presto	O
Sale	O
Fineo	O
y	O
Celio	O
Fineo	O
es	O
este	O
El	O
hermano	O
está	O
aquí	O
de	O
mi	O
Belisa	O
Harto	O
bien	O
tu	O
amor	O
avisa	O
a	O
lo	O
cuerdo	O
y	O
cortesano	O
Luego	O
entiende	O
mi	O
afición	O
Pues	O
qué	O
afición	O
no	O
se	O
entiende	O
El	O
que	O
ama	O
y	O
el	O
que	O
pretende	O
y	O
el	O
que	O
teme	O
ciegos	O
son	O
quien	O
ama	O
poniendo	O
fe	O
quien	O
pretende	O
porque	O
espera	O
quien	O
teme	O
porque	O
le	O
altera	O
cualquiera	O
sombra	O
que	O
ve	O
Oh	O
Liseo	O
Oh	O
mi	O
Fineo	O
Qué	O
hay	O
de	O
nuevo	O
por	O
acá	O
Veros	O
que	O
ha	O
mil	O
tiempos	O
ya	O
que	O
en	O
ninguna	O
parte	O
os	O
veo	O
Hay	O
amor	O
No	O
amé	O
jamás	O
y	O
ya	O
pasó	O
si	O
algo	O
fue	O
No	O
jugáis	O
No	O
tengo	O
qué	O
y	O
hay	O
muchos	O
que	O
saben	O
más	O
Vais	O
a	O
la	O
comedia	O
No	O
porque	O
no	O
me	O
siento	O
en	O
parte	O
donde	O
no	O
traten	O
del	O
arte	O
que	O
ha	O
mil	O
años	O
que	O
pasó	O
Parte	O
XI	O
fineo	O
liseo	O
fineo	O
liseo	O
fineo	O
liseo	O
fineo	O
Yo	O
voy	O
no	O
más	O
de	O
a	O
escuchar	O
